BoatType,Ladies,Year,Military,Veteran,Position,NameUnsorted,Name,Club,Club1,C1,Class,SubClass,Time,Trophies,Record,Notes,Flow,Country,BoatDesign,Finish
Kayak,Male,1997,Civilian,Vet/Junior,9,West P & Randall Simon,Randall Simon & West P,1st Wraysbury Scouts,1st Wraysbury Scouts,6,Vet/Junior,Scouts,22:48:25,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,31,Mackintosh Sarah & Snook G,Mackintosh Sarah & Snook G,Leaside,Leaside,78,Senior,,22:49:09,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,29,Tomes M,Tomes M,Kelly College,Kelly College,132,Singles,,22:50:32,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,29,White D A & Wood I M,White D A & Wood I M,Royal Hospital School & ,Royal Hospital School,128,Junior,,22:56:09,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,30,Spaven P J & Hounslow N J,Hounslow N J & Spaven P J,Trent College,Trent College,93,Junior,,22:56:30,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,30,Partridge T,Partridge T,South Avon,South Avon,1,Singles,,22:58:19,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,31,Aylett C P F,Aylett C P F,Woodmill,Woodmill,24,Singles,,22:59:34,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Vet/Junior,10,Gloster Kate & Gloster M,Gloster Kate & Gloster M,Worcester,Worcester,57,Vet/Junior,,23:01:18,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,32,Potter R A,Potter R A,Hemel Hempstead,Hemel Hempstead,39,Singles,,23:05:38,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,31,Clarke P & Jackson H E,Clarke P & Jackson H E,Wellington College & ,Wellington College,71,Junior,,23:15:17,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,32,Ford D N & Knight A,Ford D N & Knight A,Windsor,Windsor,30,Senior,,23:27:20,,,,8.12,,,
Kayak,Ladies,1997,Civilian,Senior,33,Mcdonnell Margaret,Mcdonnell Margaret,Hemel Hempstead,Hemel Hempstead,39,Singles,,23:28:13,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,34,Harryman I,Harryman I,Melksham Adventure Unit,Melksham Adventure Unit,18,Singles,,23:32:01,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,32,Harrison M R & Williams P H,Harrison M R & Williams P H,Wellington College & ,Wellington College,71,Junior,,23:42:42,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,33,Basey A G & Mathews N D,Basey A G & Mathews N D,Trent College,Trent College,93,Junior,,23:46:35,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,34,Wood Laura & Beadles Suzanne,Beadles Suzanne & Wood Laura,Kimbolton School F.,Kimbolton School F.,40,Junior,,23:50:46,,,,8.12,,,
Kayak,Male,1997,Navy,Senior,33,Stanion M & Tweddle R J,Stanion M & Tweddle R J,Royal Marines,Royal Marines,187,Senior,,24:05:51,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,35,Passey Rebecca Helen & Staley M,Passey Rebecca Helen & Staley M,Trent College,Trent College,93,Junior,,24:09:46,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,34,Semple M & McCarthy T,McCarthy T & Semple M,Islamabad & Rosie & Jims,Islamabad,2,Senior,,24:10:51,,,,8.12,,,
Kayak,Male,1997,Navy Reserve,Senior,35,Craddock John & Long Tim,Craddock John & Long Tim,Royal Marines Reserve - London,Royal Marines Reserve - London,37,Senior,,24:16:28,Reserve,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,36,Claridge S J & Holyoake M D,Claridge S J & Holyoake M D,Trent College,Trent College,93,Junior,,24:21:33,,,,8.12,,,
Kayak,Male,1997,Civilian,Vet/Junior,11,Vessey B A M & Green P E F,Green P E F & Vessey B A M,Dauntsey's School,Dauntsey's School,214,Vet/Junior,,24:23:25,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,37,Glew N D & Hogg J,Glew N D & Hogg J,Yarm School & ,Yarm School,57,Junior,,24:24:09,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,35,Shaw J F Byam,Shaw J F Byam,Chelmsford,Chelmsford,44,Singles,,24:31:18,,,,8.12,,,
Kayak,Ladies,1997,Civilian,Senior,36,Crookes Karen,Crookes Karen,Wey,Wey,51,Singles,,24:33:42,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,38,Lewis J & Sleath E,Lewis J & Sleath E,Royal Hospital School f & ,Royal Hospital School f,4,Junior,,24:36:34,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,37,Sutherland R G,Sutherland R G,Pangbourne Adventure Dolphin,Pangbourne Adventure Dolphin,19,Singles,,24:37:02,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,36,Aylward B & Borman R,Aylward B & Borman R,Endeavour,Endeavour,23,Senior,,24:42:29,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,39,Berry D M & Turnbull M,Berry D M & Turnbull M,Yarm School & ,Yarm School,57,Junior,,24:49:09,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,40,Bruce D R & Ringer I M,Bruce D R & Ringer I M,Yarm School,Yarm School,57,Junior,,24:53:41,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,41,Paget Kathryn & Braithwaite B J,Braithwaite B J & Paget Kathryn,Dauntsey's School,Dauntsey's School,214,Junior,,24:57:52,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,37,Hutchison Iain & Crawford R H,Crawford R H & Hutchison Iain,Oxford University,Oxford University,16,Senior,University,25:04:14,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,38,Horn R,Horn R,Independent,Independent,1146,Singles,,25:05:15,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,43,Helyer Jessica Rose & Hayes D,Hayes D & Helyer Jessica Rose,Dauntsey's School,Dauntsey's School,214,Junior,,25:07:24,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,42,Hussain S & Bashir A,Bashir A & Hussain S,Islamabad,Islamabad,2,Junior,,25:07:24,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,44,Hobaiter Cathy & Robinson J,Hobaiter Cathy & Robinson J,Yarm School & ,Yarm School,57,Junior,,25:08:09,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,38,Ivall S & Warren B,Ivall S & Warren B,Independent,Independent,1146,Senior,,25:09:02,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,39,Cooper John & Cooper Graham,Cooper Graham & Cooper John,Wokingham Scouts,Wokingham Scouts,36,Senior,Scouts,25:11:16,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,45,Taylor T H R & Close Charlotte,Close Charlotte & Taylor T H R,Trent College,Trent College,93,Junior,,25:13:29,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,40,Rule C & Bristow G,Bristow G & Rule C,Cornwall Sea Kayak Association,Cornwall Sea Kayak Association,1,Senior,,25:14:35,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,39,Tipler G C,Tipler G C,RAF,RAF,26,Singles,,25:15:13,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,40,March D,March D,Independent,Independent,1146,Singles,,25:16:02,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,41,Rodgers J & Helmer Ray,Helmer Ray & Rodgers J,Truro & Hayle Racing,Truro & Hayle Racing,7,Senior,,25:17:18,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,41,Hone J P,Hone J P,Marlow,Marlow,33,Singles,,25:20:14,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,46,Beare D A & Cole D R,Beare D A & Cole D R,Bedford School,Bedford School,49,Junior,,25:21:33,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,42,Bowditch Ian & Finch S,Bowditch Ian & Finch S,Longridge,Longridge,52,Senior,,25:26:44,,,,8.12,,,
Canadian,Male,1997,Civilian,Senior,42,Campbell Robert H,Campbell Robert H,Bedford School,Bedford School,49,Singles,,25:29:43,Canadian,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,47,Bateman L & Ryan M S,Bateman L & Ryan M S,Bedford School,Bedford School,49,Junior,,25:34:01,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,43,Rogers J P R & Harris Peter,Harris Peter & Rogers J P R,Blackwater Valley,Blackwater Valley,21,Senior,,25:37:01,Special,,,8.12,,,
Canadian,Male,1997,Civilian,Senior,44,Heath Roger & Wrobel Gavin,Heath Roger & Wrobel Gavin,Stonehenge & Devizes,Stonehenge,9,Senior,,25:37:06,Canadian,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,43,Gill J R,Gill J R,Griffin,Griffin,4,Singles,,25:37:18,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,45,Bushell M E & Bushell J A,Bushell J A & Bushell M E,Sportsmann DBC & Notts Anaconda DBC,Sportsmann DBC,1,Senior,,25:41:57,,,,8.12,,,
Kayak,Ladies,1997,Civilian,Senior,44,Garner Adrienne,Garner Adrienne,Hemel Hempstead,Hemel Hempstead,39,Singles,,25:46:17,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,48,Rhodes M & Hannard D J,Hannard D J & Rhodes M,Yarm School,Yarm School,57,Junior,,25:46:40,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,49,Melville Pc & Foster S,Foster S & Melville Pc,Wellington College,Wellington College,71,Junior,,25:54:19,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,46,Morris A R & Jones R F,Jones R F & Morris A R,Winchester & District,Winchester & District,31,Senior,,26:01:44,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,47,Whitehead Fiona & Nicholson L P,Nicholson L P & Whitehead Fiona,Woodmill,Woodmill,24,Senior,,26:02:40,,,,8.12,,,
Kayak,Male,1997,Navy,Senior,48,Pryde F & Mallott L,Mallott L & Pryde F,Royal Marines,Royal Marines,187,Senior,,26:08:19,,,,8.12,,,
Kayak,Ladies,1997,Civilian,Senior,45,Edwards Diane,Edwards Diane,Chelmsford,Chelmsford,44,Singles,,26:09:49,,,,8.12,,,
Kayak,Ladies,1997,Civilian,Senior,46,Baker Christine,Baker Christine,Soar Valley,Soar Valley,6,Singles,,26:11:31,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,47,Wijdekop W P,Wijdekop W P,Akv De Kromme Aar,Akv De Kromme Aar,2,Singles,,26:11:48,,,,8.12,Netherlands,,
Kayak,Male,1997,Civilian,Junior,50,Foster T W & Turgoose O R,Foster T W & Turgoose O R,Stonehenge /Independent & ,Stonehenge /Independent,1,Junior,,26:22:43,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Vet/Junior,12,Chittock J M & Chittock Darah Jane,Chittock Darah Jane & Chittock J M,Woodmill,Woodmill,24,Vet/Junior,,26:22:58,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,51,Calcutt J & Macqueen A,Calcutt J & Macqueen A,Royal Hospital School f,Royal Hospital School f,4,Junior,,26:24:35,,,,8.12,,,
Kayak,Male,1997,Navy Reserve,Senior,49,Mannion S & Taylor H,Mannion S & Taylor H,Royal Marines Reserve,Royal Marines Reserve,12,Senior,,26:26:58,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,52,Ward G R & Nath S,Nath S & Ward G R,Yarm School & ,Yarm School,57,Junior,,26:43:18,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,50,Lemin Jim & Boatman Esther Jean,Boatman Esther Jean & Lemin Jim,Reading,Reading,67,Senior,,26:45:12,"Vet Ladies,Veteran",,,8.12,,,
Kayak,Male,1997,Civilian,Senior,51,Roberts Graham & Murr Antony,Murr Antony & Roberts Graham,Independent,Independent,1146,Senior,,26:46:07,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,52,Mitchell M J & Bray O M,Bray O M & Mitchell M J,Pylmouth University,Pylmouth University,1,Senior,University,26:46:07,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,53,Donhill C & Wilkinson J,Donhill C & Wilkinson J,Canford School,Canford School,16,Junior,,26:47:12,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,48,Smith J,Smith J,Independent,Independent,1146,Singles,,26:52:44,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,54,Timmermann T & Timmermann K,Timmermann K & Timmermann T,Downside School,Downside School,11,Junior,,27:01:45,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,53,Merrick S B & McIlwrick,McIlwrick & Merrick S B,Independent,Independent,1146,Senior,,27:04:46,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,55,Nicholls D A & Bridgewater Amanda Michelle,Bridgewater Amanda Michelle & Nicholls D A,Kelly College,Kelly College,132,Junior,,27:05:37,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,56,Clapham J & Woodhouse R,Clapham J & Woodhouse R,Marlborough College & ,Marlborough College,115,Junior,,27:16:01,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,49,Lince Patrick,Lince Patrick,Independent,Independent,1146,Singles,,27:20:16,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,54,Pentland M J P & Ive P S,Ive P S & Pentland M J P,Independent,Independent,1146,Senior,,27:21:29,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,57,Woodall C & Kent R,Kent R & Woodall C,Yarm School & ,Yarm School,57,Junior,,27:26:03,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,55,Jennings N P & Farmer P D,Farmer P D & Jennings N P,Pangbourne,Pangbourne,71,Senior,,27:32:05,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,56,Walker C J & Davison R A,Davison R A & Walker C J,Burton,Burton,6,Senior,,27:36:04,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,50,Dalrymple D V,Dalrymple D V,Itchen Valley,Itchen Valley,16,Singles,,27:43:50,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,57,Collett A F & Dunstan Tina Marie,Collett A F & Dunstan Tina Marie,Truro & Hayle Racing,Truro & Hayle Racing,7,Senior,,27:53:25,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,51,Duncan P A,Duncan P A,Southampton University,Southampton University,9,Singles,,27:59:32,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,58,Warren Katie Joanne & Beagley Tania Jane,Beagley Tania Jane & Warren Katie Joanne,Dauntsey's School,Dauntsey's School,214,Junior,,28:14:11,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,58,Monaghan Henry & Ringer-Hewitt P,Monaghan Henry & Ringer-Hewitt P,Braintree,Braintree,7,Senior,,28:14:56,,,,8.12,,,
Folding Boat,Male,1997,Civilian,Senior,59,Seymour A P & Schoen Norbert,Schoen Norbert & Seymour A P,Artists Rifles,Artists Rifles,92,Senior,,28:15:02,Tyne,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,59,Bowdler R H & Daplyn C,Bowdler R H & Daplyn C,Old Swinford Hospital f & ,Old Swinford Hospital f,2,Junior,,28:15:51,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,60,Charlton M & Commins A P,Charlton M & Commins A P,Independent,Independent,1146,Senior,,28:16:24,,,,8.12,,,
Kayak,Ladies,1997,Civilian,Senior,52,Dixon Alison,Dixon Alison,Woodmill,Woodmill,24,Singles,,28:19:26,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,61,Dobson A S C & Cole D M,Cole D M & Dobson A S C,Wellington College,Wellington College,71,Senior,,28:26:32,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,60,Cockerill I M & Cook M J,Cockerill I M & Cook M J,Rutland,Rutland,5,Junior,,28:27:24,,,,8.12,,,
Canadian,Ladies,1997,Civilian,Senior,62,Collinson Jeannette & Purkiss Rosemary,Collinson Jeannette & Purkiss Rosemary,Poole Harbour,Poole Harbour,99,Senior,,28:34:26,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,63,Buck C & Buck M R,Buck C & Buck M R,Independent,Independent,1146,Senior,,28:35:56,,,,8.12,,,
Kayak,Male,1997,Navy,Senior,64,Blocke A & Flynn M,Blocke A & Flynn M,DMSTC (RN),DMSTC (RN),1,Senior,,28:37:25,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,61,Jones L & Stenning B,Jones L & Stenning B,Downside School,Downside School,11,Junior,,28:49:23,,,,8.12,,,
Kayak,Male,1997,Army,Senior,65,Clooney I & Williams P I,Clooney I & Williams P I,24 AirMobile Bde,24 AirMobile Bde,1,Senior,,28:53:03,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,66,Chapman R & Southway Michael,Chapman R & Southway Michael,Taunton,Taunton,23,Senior,,28:55:24,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,62,Moore Zoe Helen & Faber Ines,Faber Ines & Moore Zoe Helen,Marlborough College & ,Marlborough College,115,Junior,,28:56:23,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,63,Lucas Laura Kate & Wain Caroline Frances,Lucas Laura Kate & Wain Caroline Frances,Royal Hospital School & ,Royal Hospital School,128,Junior,,29:04:44,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,67,Kirvan M & Morris D R,Kirvan M & Morris D R,Royal,Royal,57,Senior,,29:17:08,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,53,Norbury Bob,Norbury Bob,Bristow Helicopters,Bristow Helicopters,5,Singles,,29:35:58,,,,8.12,,,
Folding Boat,Male,1997,Civilian,Senior,68,Adlam D A & James M A,Adlam D A & James M A,Artists Rifles,Artists Rifles,92,Senior,,29:40:48,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,69,Ainsworth P & Coulson Andrew,Ainsworth P & Coulson Andrew,Independent,Independent,1146,Senior,,30:02:04,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,54,Philpott C N,Philpott C N,Independent,Independent,1146,Singles,,30:10:09,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,55,Floyd H A,Floyd H A,Independent,Independent,1146,Singles,,30:11:17,,,,8.12,,,
Folding Boat,Male,1997,Army Reserve,Senior,70,Childs C J & Spinks R H,Childs C J & Spinks R H,Artists Rifles,Artists Rifles,92,Senior,,30:12:37,,,,8.12,,,
Kayak,Male,1997,Civilian,Junior,64,Carvalho A J & Brown A P,Brown A P & Carvalho A J,Old Swinford Hospital f,Old Swinford Hospital f,2,Junior,,30:19:02,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,71,Rogers R I & Line R J,Line R J & Rogers R I,Woodmill,Woodmill,24,Senior,,30:24:58,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,72,Benton M & Marshall P J,Benton M & Marshall P J,Worcester,Worcester,57,Senior,,30:28:34,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,73,Chapman A G & Boycott B J,Boycott B J & Chapman A G,Punch & Judy,Punch & Judy,1,Senior,,30:29:41,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,56,Welsh M,Welsh M,Bristow Helicopters,Bristow Helicopters,5,Singles,,30:42:46,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,74,Davidson C J & Hobley Nick,Davidson C J & Hobley Nick,Blackwater Valley,Blackwater Valley,21,Senior,,30:43:14,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,57,Kane A,Kane A,Bristow Helicopters,Bristow Helicopters,5,Singles,,30:50:13,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,58,Pike J P,Pike J P,Bristow Helicopters,Bristow Helicopters,5,Singles,,30:50:20,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,59,Mobberley B P,Mobberley B P,Bristow Helicopters,Bristow Helicopters,5,Singles,,30:50:21,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,60,Mills D E,Mills D E,The Boys Brigade,The Boys Brigade,1,Singles,,31:02:47,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,75,Partridge G & Peters M,Partridge G & Peters M,Hayle & Porthpean Outdoor Centre,Hayle,3,Senior,,31:07:11,,,,8.12,,,
Kayak,Male,1997,Army Reserve,Senior,76,Starcevic P & Hayes I,Hayes I & Starcevic P,Northampton TA,Northampton TA,2,Senior,,31:08:05,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,61,Taylor D M,Taylor D M,Independent,Independent,1146,Singles,,32:03:23,,,,8.12,,,
Kayak,Male,1997,Army Reserve,Senior,77,Wilcox P C & Potter R G C,Potter R G C & Wilcox P C,Northampton TA,Northampton TA,2,Senior,,32:55:25,,,,8.12,,,
Folding Boat,Male,1997,Army Reserve,Senior,78,Portis A D & Wyatt N A,Portis A D & Wyatt N A,Artists Rifles,Artists Rifles,92,Senior,,32:56:20,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,79,Ayre R A & Pearce A C,Ayre R A & Pearce A C,18th Maidstone Scouts & 1st Cookham Scouts,18th Maidstone Scouts,1,Senior,Scouts,33:38:02,,,,8.12,,,
Kayak,Male,1997,Navy Reserve,Senior,80,Baker A & Hunter B,Baker A & Hunter B,Royal Marines Reserve,Royal Marines Reserve,12,Senior,,33:50:30,,,,8.12,,,
Folding Boat,Male,1997,Navy Reserve,Senior,81,Watkinson N & Tarnowski Tom A,Tarnowski Tom A & Watkinson N,Royal Marines Reserve,Royal Marines Reserve,12,Senior,,34:10:24,,,,8.12,,,
Kayak,Male,1997,Army Reserve,Senior,82,Boxall-hunt B & Everitt M,Boxall-hunt B & Everitt M,Royal Logistic Corps (V),Royal Logistic Corps (V),1,Senior,,34:28:39,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,83,Withers R & McMullon J,McMullon J & Withers R,Marlow Rowing Club & Independent,Marlow Rowing Club,1,Senior,,34:53:47,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,84,McCall Robert & Greenin M J,Greenin M J & McCall Robert,Independent,Independent,1146,Senior,,35:36:12,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,85,Spokes S J & Standbrook I,Spokes S J & Standbrook I,Excalibur Venture Scouts,Excalibur Venture Scouts,1,Senior,Scouts,35:59:30,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,86,Peers W R & Davies D N,Davies D N & Peers W R,Falcon,Falcon,56,Senior,,36:49:17,,,,8.12,,,
Kayak,Male,1997,Army Reserve,Senior,87,Harkin J & Ferry John,Ferry John & Harkin J,63 Stores Sqn (V),63 Stores Sqn (V),2,Senior,,36:49:33,,,,8.12,,,
Kayak,Male,1997,Army Reserve,Senior,88,Ovington K & Sowerby S,Ovington K & Sowerby S,67 Stores Sqn (V),67 Stores Sqn (V),10,Senior,,37:08:28,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,89,Price R C & Mayneford R W,Mayneford R W & Price R C,Independent,Independent,1146,Senior,,37:42:35,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,90,Macalister J & Heppenstall I B,Heppenstall I B & Macalister J,Seae,Seae,3,Senior,,37:57:17,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,91,Webb J A & Vincent Margaret Anne,Vincent Margaret Anne & Webb J A,Winchester & District,Winchester & District,31,Senior,,38:00:07,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,92,Humphrey N & Mills J,Humphrey N & Mills J,Purley,Purley,7,Senior,,38:03:39,,,,8.12,,,
Kayak,Male,1997,Army Reserve,Senior,93,Burns S & Walker D J,Burns S & Walker D J,2 RGBW (VR),2 RGBW (VR),4,Senior,,38:39:23,,,,8.12,,,
Folding Boat,Male,1997,Civilian,Senior,94,Pedley R & Stanford J,Pedley R & Stanford J,Artists Rifles,Artists Rifles,92,Senior,,39:27:33,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,95,Bailey P & Fox L,Bailey P & Fox L,Yarm School,Yarm School,57,Senior,,39:49:44,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,96,Vinvent P & Gregory C W,Gregory C W & Vinvent P,Newcastle,Newcastle,1,Senior,,39:53:15,,,,8.12,,,
Folding Boat,Male,1997,Army Reserve,Senior,97,Trump D & Allen C M,Allen C M & Trump D,Artists Rifles,Artists Rifles,92,Senior,,40:54:40,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,98,Ditcher B & Hennessey P,Ditcher B & Hennessey P,Kent Police,Kent Police,1,Senior,Police,40:55:27,,,,8.12,,,
Folding Boat,Male,1997,Army Reserve,Senior,99,Laughton N & Weir J,Laughton N & Weir J,Artists Rifles,Artists Rifles,92,Senior,,40:55:36,,,,8.12,,,
Folding Boat,Male,1997,Army Reserve,Senior,100,Kemp N & Deshmukh A,Deshmukh A & Kemp N,Artists Rifles,Artists Rifles,92,Senior,,41:01:19,,,,8.12,,,
Kayak,Male,1997,Army Reserve,Senior,101,Kenyon R & Simpson J,Kenyon R & Simpson J,63 Stores Sqn (V),63 Stores Sqn (V),2,Senior,,49:00:52,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,102,Lodge M J & Hodgson D A,Hodgson D A & Lodge M J,Pangbourne,Pangbourne,71,Senior,,49:15:44,,,,8.12,,,
Kayak,Male,1997,Army Reserve,Senior,103,Gregory LM & Sheldrick M J,Gregory LM & Sheldrick M J,2 RGBW (VR),2 RGBW (VR),4,Senior,,50:47:55,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,104,Ditcham D & Walton R,Ditcham D & Walton R,Lakeside Adventure Base,Lakeside Adventure Base,2,Senior,,51:01:42,,,,8.12,,,
Kayak,Male,1997,Army,Senior,105,Smalley D & Collyer J R,Collyer J R & Smalley D,Royal Signals,Royal Signals,13,Senior,,51:34:36,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,106,Pearce D J & Hood G E,Hood G E & Pearce D J,Macclesfield & District,Macclesfield & District,10,Senior,,52:18:38,,,,8.12,,,
Kayak,Male,1997,Civilian,Senior,107,Lambe J T & Daniel D M,Daniel D M & Lambe J T,Downside School F,Downside School F,2,Senior,,52:40:34,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,108,Cook R & Haines Linda Jane,Cook R & Haines Linda Jane,Avon Scout & Guide,Avon Scout & Guide,1,Senior,Scouts,53:28:25,,,,8.12,,,
Kayak,Mixed,1997,Civilian,Senior,109,Allen Heather & Casale R,Allen Heather & Casale R,Independent,Independent,1146,Senior,,55:04:02,,,,8.12,,,
